"drug_id","concept_id","name","combination","simple_strength","simple_name_EN","simple_dosage_form_EN","name_concatenated_EN (use it; prepared by the program)","simple_name_FR","simple_dosage_form_FR","name_concatenated_FR (use it; prepared by the program)"
1724,77054,"Glucose 100 MG/ML Injectable Solution","no","100MG/ML","GLUCOSE","Solution for injection","GLUCOSE (100MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1725,104745,"Glucose 40 MG/ML / Sodium Chloride 0.03 MEQ/ML Inj","yes","\N","GLUCOSE / SODIUM CHLORIDE","Solution for injection","\N","\N","SOLUTION POUR INJECTION","\N"
1726,104745,"Glucose 50 MG/ML / Sodium Chloride 0.0769 MEQ/ML I","yes","\N","GLUCOSE / SODIUM CHLORIDE","Solution for injection","\N","\N","SOLUTION POUR INJECTION","\N"
1727,104745,"Glucose 50 MG/ML / Sodium Chloride 0.154 MEQ/ML In","yes","\N","GLUCOSE / SODIUM CHLORIDE","Solution for injection","\N","\N","SOLUTION POUR INJECTION","\N"
1728,77054,"Glucose 50 MG/ML Injectable Solution","no","50MG/ML","GLUCOSE","Solution for injection","GLUCOSE (50MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1729,77054,"Glucose 500 MG/ML Injectable Solution","no","500MG/ML","GLUCOSE","Solution for injection","GLUCOSE (500MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1730,351,"Glucose 75 mEq / Sodium 75 mEq / Chloride 65 mEq /","yes","\N","ORAL REHYDRATION SALTS","Oral powder","\N","SELS ORAUX DE RÉHYDRATATION","\N","\N"
1731,77064,"Glutaral 20 MG/ML Topical Solution","no","20MG/ML","GLUTARAL","Cutaneous solution","GLUTARAL (20MG/ML) - Cutaneous solution","\N","\N","\N"
1732,77165,"Griseofulvin 125 MG Oral Tablet","no","125MG","GRISEOFULVIN MICROSIZE","Oral tablet","GRISEOFULVIN MICROSIZE (125MG) - Oral tablet","\N","\N","\N"
1733,77165,"Griseofulvin 125 MG Oral Tablet","no","125MG","GRISEOFULVIN MICROSIZE","Oral tablet","GRISEOFULVIN MICROSIZE (125MG) - Oral tablet","\N","\N","\N"
1734,77165,"Griseofulvin 25 MG/ML Oral Suspension","no","25MG/ML","GRISEOFULVIN MICROSIZE","Oral suspension","GRISEOFULVIN MICROSIZE (25MG/ML) - Oral suspension","\N","\N","\N"
1735,77165,"Griseofulvin 25 MG/ML Oral Suspension","no","25MG/ML","GRISEOFULVIN MICROSIZE","Oral suspension","GRISEOFULVIN MICROSIZE (25MG/ML) - Oral suspension","\N","\N","\N"
1736,77165,"Griseofulvin 250 MG Oral Tablet","no","250MG","GRISEOFULVIN MICROSIZE","Oral tablet","GRISEOFULVIN MICROSIZE (250MG) - Oral tablet","\N","\N","\N"
1737,77165,"Griseofulvin 250 MG Oral Tablet","no","250MG","GRISEOFULVIN MICROSIZE","Oral tablet","GRISEOFULVIN MICROSIZE (250MG) - Oral tablet","\N","\N","\N"
1738,5261,"Haemophilus influenzae type b vaccine","no","\N","HEMOPHILUS INFLUENZA B VACCINATION","Powder for injection","\N","Vaccin contre Haemophilus influenzae B","\N","\N"
1739,77338,"Haloperidol 0.5 MG Oral Capsule","no","0.5MG","HALOPERIDOL LACTATE","Oral capsule","HALOPERIDOL LACTATE (0.5MG) - Oral capsule","\N","\N","\N"
1740,77338,"Haloperidol 0.5 MG Oral Tablet","no","0.5MG","HALOPERIDOL LACTATE","Oral tablet","HALOPERIDOL LACTATE (0.5MG) - Oral tablet","\N","\N","\N"
1741,77338,"Haloperidol 2 MG Oral Tablet","no","2MG","HALOPERIDOL LACTATE","Oral tablet","HALOPERIDOL LACTATE (2MG) - Oral tablet","\N","\N","\N"
1742,77336,"Haloperidol 2 MG/ML Oral Solution","no","2MG/ML","HALOPERIDOL DECANOATE","Oral solution","HALOPERIDOL DECANOATE (2MG/ML) - Oral solution","\N","\N","\N"
1743,77336,"Haloperidol 2 MG/ML Oral Solution","no","2MG/ML","HALOPERIDOL DECANOATE","Oral solution","HALOPERIDOL DECANOATE (2MG/ML) - Oral solution","\N","\N","\N"
1744,77338,"Haloperidol 5 MG Oral Tablet","no","5MG","HALOPERIDOL LACTATE","Oral tablet","HALOPERIDOL LACTATE (5MG) - Oral tablet","\N","\N","\N"
1745,77336,"Haloperidol 5 MG/ML Injectable Solution","no","5MG/ML","HALOPERIDOL DECANOATE","Solution for injection","HALOPERIDOL DECANOATE (5MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1746,77343,"Halothane Inhalation Gas","no","\N","HALOTHANE","Inhalation solution","\N","\N","\N","\N"
1747,77416,"Heparin sodium; porcine 1000 UNT/ML Injectable Sol","no","1000UNT/ML","HEPARIN SODIUM (PORK)","Solution for injection","HEPARIN SODIUM (PORK) (1000UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1748,77416,"Heparin sodium; porcine 20000 UNT/ML Injectable So","no","20000UNT/ML","HEPARIN SODIUM (PORK)","Solution for injection","HEPARIN SODIUM (PORK) (20000UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1749,77416,"Heparin sodium; porcine 5000 UNT/ML Injectable Sol","no","5000UNT/ML","HEPARIN SODIUM (PORK)","Solution for injection","HEPARIN SODIUM (PORK) (5000UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1750,77423,"Hepatitis A vaccine","no","\N","HEPATITIS A VACCINE (INACTIVATED)","Suspension for injection","\N","\N","\N","\N"
1751,77676,"Hydralazine Hydrochloride 20 MG/ML Injectable Solu","no","20MG/ML","HYDRALAZINE HYDROCHLORIDE","Solution for injection","HYDRALAZINE HYDROCHLORIDE (20MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1752,77676,"Hydralazine Hydrochloride 25 MG Oral Tablet","no","25MG","HYDRALAZINE HYDROCHLORIDE","Oral tablet","HYDRALAZINE HYDROCHLORIDE (25MG) - Oral tablet","\N","\N","\N"
1753,77676,"Hydralazine Hydrochloride 50 MG Oral Tablet","no","50MG","HYDRALAZINE HYDROCHLORIDE","Oral tablet","HYDRALAZINE HYDROCHLORIDE (50MG) - Oral tablet","\N","\N","\N"
1754,77696,"Hydrochlorothiazide 10 MG/ML Oral Solution","no","10MG/ML","HYDROCHLOROTHIAZIDE","Oral solution","HYDROCHLOROTHIAZIDE (10MG/ML) - Oral solution","Hydrochlorothiazide","\N","\N"
1755,77696,"Hydrochlorothiazide 12.5 MG Oral Tablet","no","12.5MG","HYDROCHLOROTHIAZIDE","Oral tablet","HYDROCHLOROTHIAZIDE (12.5MG) - Oral tablet","Hydrochlorothiazide","\N","\N"
1756,77696,"Hydrochlorothiazide 25 MG Oral Tablet","no","25MG","HYDROCHLOROTHIAZIDE","Oral tablet","HYDROCHLOROTHIAZIDE (25MG) - Oral tablet","Hydrochlorothiazide","\N","\N"
1757,77719,"Hydrocortisone 1.67 MG/ML Enema","no","1.67MG/ML","HYDROCORTISONE ACETATE","Enema","HYDROCORTISONE ACETATE (1.67MG/ML) - Enema","\N","\N","\N"
1758,77725,"Hydrocortisone 10 MG Oral Tablet","no","10MG","HYDROCORTISONE SODIUM SUCCINATE","Oral tablet","HYDROCORTISONE SODIUM SUCCINATE (10MG) - Oral tablet","\N","\N","\N"
1759,77719,"Hydrocortisone 10 MG/ML Topical Cream","no","10MG/ML","HYDROCORTISONE ACETATE","Topical cream","HYDROCORTISONE ACETATE (10MG/ML) - Topical cream","\N","\N","\N"
1760,77725,"Hydrocortisone 100 MG/ML Injectable Solution","no","100MG/ML","HYDROCORTISONE SODIUM SUCCINATE","Solution for injection","HYDROCORTISONE SODIUM SUCCINATE (100MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1761,77725,"Hydrocortisone 20 MG Oral Tablet","no","20MG","HYDROCORTISONE SODIUM SUCCINATE","Oral tablet","HYDROCORTISONE SODIUM SUCCINATE (20MG) - Oral tablet","\N","\N","\N"
1762,77725,"Hydrocortisone 5 MG Oral Tablet","no","5MG","HYDROCORTISONE SODIUM SUCCINATE","Oral tablet","HYDROCORTISONE SODIUM SUCCINATE (5MG) - Oral tablet","\N","\N","\N"
1763,77719,"Hydrocortisone acetate 0.01 MG/MG Topical Ointment","no","0.01MG/MG","HYDROCORTISONE ACETATE","Topical ointment","HYDROCORTISONE ACETATE (0.01MG/MG) - Topical ointment","\N","\N","\N"
1764,77719,"Hydrocortisone acetate 25 MG Rectal Suppository","no","25MG","HYDROCORTISONE ACETATE","Rectal supp","HYDROCORTISONE ACETATE (25MG) - Rectal supp","\N","\N","\N"
1765,77780,"Hydroxocobalamin 1 MG/ML Injectable Solution","no","1MG/ML","HYDROXOCOBALAMIN","Solution for injection","HYDROXOCOBALAMIN (1MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1766,77785,"Hydroxychloroquine Sulfate 200 MG Oral Tablet","no","200MG","HYDROXYCHLOROQUINE SULFATE","Oral tablet","HYDROXYCHLOROQUINE SULFATE (200MG) - Oral tablet","\N","\N","\N"
1767,77795,"Hydroxyurea 1000 MG Oral Tablet","no","1000MG","HYDROXYUREA","Oral tablet","HYDROXYUREA (1000MG) - Oral tablet","\N","\N","\N"
1768,77795,"Hydroxyurea 200 MG Oral Capsule","no","200MG","HYDROXYUREA","Oral capsule","HYDROXYUREA (200MG) - Oral capsule","\N","\N","\N"
1769,77795,"Hydroxyurea 250 MG Oral Capsule","no","250MG","HYDROXYUREA","Oral capsule","HYDROXYUREA (250MG) - Oral capsule","\N","\N","\N"
1770,77795,"Hydroxyurea 300 MG Oral Capsule","no","300MG","HYDROXYUREA","Oral capsule","HYDROXYUREA (300MG) - Oral capsule","\N","\N","\N"
1771,77795,"Hydroxyurea 400 MG Oral Capsule","no","400MG","HYDROXYUREA","Oral capsule","HYDROXYUREA (400MG) - Oral capsule","\N","\N","\N"
1772,77795,"Hydroxyurea 500 MG Oral Capsule","no","500MG","HYDROXYUREA","Oral capsule","HYDROXYUREA (500MG) - Oral capsule","\N","\N","\N"
1773,77897,"Ibuprofen 200 MG Oral Tablet","no","200MG","IBUPROFEN","Oral tablet","IBUPROFEN (200MG) - Oral tablet","Ibuprofène","\N","\N"
1774,77897,"Ibuprofen 40 MG/ML Oral Suspension","no","40MG/ML","IBUPROFEN","Oral suspension","IBUPROFEN (40MG/ML) - Oral suspension","Ibuprofène","\N","\N"
1775,77897,"Ibuprofen 400 MG Oral Tablet","no","400MG","IBUPROFEN","Oral tablet","IBUPROFEN (400MG) - Oral tablet","Ibuprofène","\N","\N"
1776,77897,"Ibuprofen 5 MG/ML Injectable Solution","no","5MG/ML","IBUPROFEN","Solution for injection","IBUPROFEN (5MG/ML) - Solution for injection","Ibuprofène","SOLUTION POUR INJECTION","Ibuprofène (5MG/ML) - SOLUTION POUR INJECTION"
1777,77897,"Ibuprofen 600 MG Oral Tablet","no","600MG","IBUPROFEN","Oral tablet","IBUPROFEN (600MG) - Oral tablet","Ibuprofène","\N","\N"
1778,77922,"Ifosfamide 1000 MG Powder for Injection","no","1000MG","IFOSFAMIDE","Powder for injection","IFOSFAMIDE (1000MG) - Powder for injection","\N","\N","\N"
1779,77964,"Immunoglobulin G; Human 100 MG/ML Injectable Solut","no","100MG/ML","IMMUNOGLOBULIN G","Solution for injection","IMMUNOGLOBULIN G (100MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1780,77964,"Immunoglobulin G; Human 150 MG/ML Injectable Solut","no","150MG/ML","IMMUNOGLOBULIN G","Solution for injection","IMMUNOGLOBULIN G (150MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1781,77964,"Immunoglobulin G; Human 160 MG/ML Injectable Solut","no","160MG/ML","IMMUNOGLOBULIN G","Solution for injection","IMMUNOGLOBULIN G (160MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1782,77962,"Immunoglobulin G; Human 160 MG/ML Solution for Sub","no","160MG/ML","IMMUNE GLOBULIN SUBCUTANEOUS (HUMAN)","Solution for injection","IMMUNE GLOBULIN SUBCUTANEOUS (HUMAN) (160MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1783,77964,"Immunoglobulin G; Human 50 MG/ML Injectable Soluti","no","50MG/ML","IMMUNOGLOBULIN G","Solution for injection","IMMUNOGLOBULIN G (50MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1784,77996,"Indinavir 400 MG Oral Capsule","no","400MG","INDINAVIR SULFATE","Oral capsule","INDINAVIR SULFATE (400MG) - Oral capsule","\N","\N","\N"
1785,78032,"influenza vaccine","no","\N","INFLUENZA VIRUS VACCINE","Suspension for injection","\N","\N","\N","\N"
1786,78056,"Insulin Intermediate-acting 100 UNT/ML Injectable ","no","100UNT/ML","INSULIN","Solution for injection","INSULIN (100UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1787,78056,"Insulin Intermediate-acting 40 UNT/ML Injectable S","no","40UNT/ML","INSULIN","Solution for injection","INSULIN (40UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1788,78056,"Insulin Soluble 100 UNT/ML Injectable Solution","no","100UNT/ML","INSULIN","Solution for injection","INSULIN (100UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1789,78056,"Insulin Soluble 40 UNT/ML Injectable Solution","no","40UNT/ML","INSULIN","Solution for injection","INSULIN (40UNT/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1790,74715,"Intraperitoneal dialysis solution","no","\N","DIALYSIS SOLUTIONS","Peritoneal dialysis solution","\N","\N","\N","\N"
1791,78130,"Iodine 200 MG Oral Capsule","no","200MG","Iodine","Oral capsule","Iodine (200MG) - Oral capsule","Iode","\N","\N"
1792,78130,"Iodized Oil 480 MG/ML","no","480MG/ML","Iodine","Oral solution","Iodine (480MG/ML) - Oral solution","Iode","\N","\N"
1793,78151,"Iohexol 140 MG/ML Oral Solution","no","140MG/ML","IOHEXOL","Solution for injection","IOHEXOL (140MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1794,78151,"Iohexol 180 MG/ML Oral Solution","no","180MG/ML","IOHEXOL","Oral solution","IOHEXOL (180MG/ML) - Oral solution","\N","\N","\N"
1795,78151,"Iohexol 240 MG/ML Oral Solution","no","240MG/ML","IOHEXOL","Oral solution","IOHEXOL (240MG/ML) - Oral solution","\N","\N","\N"
1796,78151,"Iohexol 300 MG/ML Oral Solution","no","300MG/ML","IOHEXOL","Oral solution","IOHEXOL (300MG/ML) - Oral solution","\N","\N","\N"
1797,78151,"Iohexol 350 MG/ML Oral Solution","no","350MG/ML","IOHEXOL","Oral solution","IOHEXOL (350MG/ML) - Oral solution","\N","\N","\N"
1798,78200,"Ipratropium Bromide 0.2 MG/ML Inhalant Solution","no","0.2MG/ML","IPRATROPIUM BROMIDE","Inhalation solution","IPRATROPIUM BROMIDE (0.2MG/ML) - Inhalation solution","\N","\N","\N"
1799,78258,"Isoflurane Inhalation Gas","no","\N","ISOFLURANE","Inhalation solution","\N","\N","\N","\N"
1800,78280,"Isoniazid 10 MG/ML Oral Solution","no","10MG/ML","ISONIAZID","Oral solution","ISONIAZID (10MG/ML) - Oral solution","ISONIAZID","\N","\N"
1801,78280,"Isoniazid 100 MG Oral Tablet","no","100MG","ISONIAZID","Oral tablet","ISONIAZID (100MG) - Oral tablet","ISONIAZID","\N","\N"
1802,768,"Isoniazid 150 MG / Pyrazinamide 400 MG / Rifampin ","yes","\N","RIFAMPICIN ISONIAZID AND PYRAZINAMIDE","Oral tablet","\N","\N","\N","\N"
1803,1194,"Isoniazid 150 MG / Rifampin 150 MG Oral Tablet","yes","\N","RIFAMPICIN AND ISONIAZID","Oral tablet","\N","\N","\N","\N"
1804,1194,"Isoniazid 150 MG / Rifampin 300 MG Oral Tablet","yes","\N","RIFAMPICIN AND ISONIAZID","Oral tablet","\N","\N","\N","\N"
1805,78280,"Isoniazid 300 MG Oral Tablet","no","300MG","ISONIAZID","Oral tablet","ISONIAZID (300MG) - Oral tablet","ISONIAZID","\N","\N"
1806,1194,"Isoniazid 60 MG / Rifampin 60 MG Oral Tablet","yes","\N","RIFAMPICIN AND ISONIAZID","Oral tablet","\N","\N","\N","\N"
1807,768,"Isoniazid 75 MG / Pyrazinamide 500 MG / Rifampin 1","yes","\N","RIFAMPICIN ISONIAZID AND PYRAZINAMIDE","Oral tablet","\N","\N","\N","\N"
1808,1194,"Isoniazid 75 MG / Rifampin 150 MG Oral Tablet","yes","\N","RIFAMPICIN AND ISONIAZID","Oral tablet","\N","\N","\N","\N"
1809,78305,"Isosorbide Dinitrate 5 MG Sublingual Tablet","no","5MG","ISOSORBIDE DINITRATE","SL tab","ISOSORBIDE DINITRATE (5MG) - SL tab","\N","\N","\N"
1810,78342,"Ivermectin 3 MG Oral Tablet","no","3MG","IVERMECTIN","Oral tablet","IVERMECTIN (3MG) - Oral tablet","IVERMECTIN","\N","\N"
1811,78349,"Japanese Encephalitis Vaccine","no","\N","JAPANESE ENCEPAHLITIS VIRUS VACCINE; INACTIVATED","Powder for injection","\N","\N","\N","\N"
1812,78386,"Kanamycin 1000 MG Powder for Injection","no","1000MG","KANAMYCIN SULFATE","Powder for injection","KANAMYCIN SULFATE (1000MG) - Powder for injection","\N","\N","\N"
1813,78468,"Ketamine 50 MG/ML Injectable Solution","no","50MG/ML","KETAMINE HYDROCHLORIDE","Solution for injection","KETAMINE HYDROCHLORIDE (50MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1814,78632,"Lactulose 620-740 MG/ML Oral Solution","no","\N","LACTULOSE","Oral solution","\N","\N","\N","\N"
1815,78643,"Lamivudine 10 MG/ML Oral Solution","no","10MG/ML","LAMIVUDINE","Oral solution","LAMIVUDINE (10MG/ML) - Oral solution","LAMIVUDINE","\N","\N"
1816,792,"Lamivudine 150 MG / Nevirapine 200 MG / Stavudine ","yes","\N","LAMIVUDINE / NEVIRAPINE / STAVUDINE","Oral tablet","\N","\N","\N","\N"
1817,1652,"Lamivudine 150 MG / Nevirapine 200 MG / Zidovudine","yes","\N","LAMIVUDINE / NEVIRAPINE / ZIDOVUDINE","Oral tablet","\N","LAMIVUDINE/NÉVIRAPINE/ZIDOVUDINE","\N","\N"
1818,630,"Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet","yes","\N","LAMIVUDINE / ZIDOVUDINE","Oral tablet","\N","LAMIVUDINE / ZIDOVUDINE","\N","\N"
1819,78643,"Lamivudine 150 MG Oral Tablet","no","150MG","LAMIVUDINE","Oral tablet","LAMIVUDINE (150MG) - Oral tablet","LAMIVUDINE","\N","\N"
1820,792,"Lamivudine 30 MG / Nevirapine 50 MG / Stavudine 6 ","yes","\N","LAMIVUDINE / NEVIRAPINE / STAVUDINE","Disintegrating tablet","\N","\N","\N","\N"
1821,1652,"Lamivudine 30 MG / Nevirapine 50 MG / Zidovudine 6","yes","\N","LAMIVUDINE / NEVIRAPINE / ZIDOVUDINE","Oral tablet","\N","LAMIVUDINE/NÉVIRAPINE/ZIDOVUDINE","\N","\N"
1822,630,"Lamivudine 30 MG / Zidovudine 60 MG Oral Tablet","yes","\N","LAMIVUDINE / ZIDOVUDINE","Oral tablet","\N","LAMIVUDINE / ZIDOVUDINE","\N","\N"
1823,792,"Lamivudine 60 MG / Nevirapine 100 MG / Stavudine 1","yes","\N","LAMIVUDINE / NEVIRAPINE / STAVUDINE","Disintegrating tablet","\N","\N","\N","\N"
1824,78677,"Latanoprost 0.05 MG/ML Ophthalmic Solution","no","0.05MG/ML","LATANOPROST","Eye solution","LATANOPROST (0.05MG/ML) - Eye solution","\N","\N","\N"
1825,78743,"Leucovorin 15 MG Oral Tablet","no","15MG","LEUCOVORIN CALCIUM","Oral tablet","LEUCOVORIN CALCIUM (15MG) - Oral tablet","\N","\N","\N"
1826,78743,"Leucovorin 3 MG/ML Injectable Solution","no","3MG/ML","LEUCOVORIN CALCIUM","Solution for injection","LEUCOVORIN CALCIUM (3MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1827,78765,"Levamisole 50 MG Oral Tablet","no","50MG","LEVAMISOLE HYDROCHLORIDE","Oral tablet","LEVAMISOLE HYDROCHLORIDE (50MG) - Oral tablet","\N","\N","\N"
1828,78765,"Levamisole Hydrochloride 150 MG Oral Tablet","no","150MG","LEVAMISOLE HYDROCHLORIDE","Oral tablet","LEVAMISOLE HYDROCHLORIDE (150MG) - Oral tablet","\N","\N","\N"
1829,78788,"Levofloxacin 250 MG Oral Tablet","no","250MG","LEVOFLOXACIN","Oral tablet","LEVOFLOXACIN (250MG) - Oral tablet","LÉVOFLOXACINE","\N","\N"
1830,78788,"Levofloxacin 500 MG Oral Tablet","no","500MG","LEVOFLOXACIN","Oral tablet","LEVOFLOXACIN (500MG) - Oral tablet","LÉVOFLOXACINE","\N","\N"
1831,78788,"Levofloxacin 750 MG Oral Tablet","no","750MG","LEVOFLOXACIN","Oral tablet","LEVOFLOXACIN (750MG) - Oral tablet","LÉVOFLOXACINE","\N","\N"
1832,78796,"Levonorgestrel 0.03 MG Oral Tablet","no","0.03MG","LEVONORGESTREL","Oral tablet","LEVONORGESTREL (0.03MG) - Oral tablet","LÉVONORGESTREL","\N","\N"
1833,78796,"Levonorgestrel 0.75 MG Oral Tablet","no","0.75MG","LEVONORGESTREL","Oral tablet","LEVONORGESTREL (0.75MG) - Oral tablet","LÉVONORGESTREL","\N","\N"
1834,78796,"Levonorgestrel 1.5 MG Oral Tablet","no","1.5MG","LEVONORGESTREL","Oral tablet","LEVONORGESTREL (1.5MG) - Oral tablet","LÉVONORGESTREL","\N","\N"
1835,78796,"Levonorgestrel 75 MG Drug Implant","no","75MG","LEVONORGESTREL","Implant","LEVONORGESTREL (75MG) - Implant","LÉVONORGESTREL","\N","\N"
1836,78809,"Levothyroxine Sodium 0.025 MG Oral Tablet","no","0.025MG","LEVOTHYROXINE SODIUM","Oral tablet","LEVOTHYROXINE SODIUM (0.025MG) - Oral tablet","\N","\N","\N"
1837,78809,"Levothyroxine Sodium 0.05 MG Oral Tablet","no","0.05MG","LEVOTHYROXINE SODIUM","Oral tablet","LEVOTHYROXINE SODIUM (0.05MG) - Oral tablet","\N","\N","\N"
1838,78809,"Levothyroxine Sodium 0.1 MG Oral Tablet","no","0.1MG","LEVOTHYROXINE SODIUM","Oral tablet","LEVOTHYROXINE SODIUM (0.1MG) - Oral tablet","\N","\N","\N"
1839,78850,"Lidocaine 0.04 MG/MG Topical Gel","no","0.04MG/MG","LIDOCAINE HYDROCHLORIDE","Topical gel","LIDOCAINE HYDROCHLORIDE (0.04MG/MG) - Topical gel","\N","\N","\N"
1840,78850,"Lidocaine 40 MG/ML Topical Cream","no","40MG/ML","LIDOCAINE HYDROCHLORIDE","Topical cream","LIDOCAINE HYDROCHLORIDE (40MG/ML) - Topical cream","\N","\N","\N"
1841,78850,"Lidocaine Hydrochloride 0.01 MG/ML Injectable Solu","no","0.01MG/ML","LIDOCAINE HYDROCHLORIDE","Solution for injection","LIDOCAINE HYDROCHLORIDE (0.01MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1842,78850,"Lidocaine Hydrochloride 0.02 MG/ML Injectable Solu","no","0.02MG/ML","LIDOCAINE HYDROCHLORIDE","Solution for injection","LIDOCAINE HYDROCHLORIDE (0.02MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1843,78850,"Lidocaine Hydrochloride 0.04 MG/MG Topical Gel","no","0.04MG/MG","LIDOCAINE HYDROCHLORIDE","Topical gel","LIDOCAINE HYDROCHLORIDE (0.04MG/MG) - Topical gel","\N","\N","\N"
1844,78850,"Lidocaine Hydrochloride 0.05 MG/ML Injectable Solu","no","0.05MG/ML","LIDOCAINE HYDROCHLORIDE","Solution for injection","LIDOCAINE HYDROCHLORIDE (0.05MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1845,78850,"Lidocaine Hydrochloride 20 MG/ML Injectable Soluti","no","20MG/ML","LIDOCAINE HYDROCHLORIDE","Solution for injection","LIDOCAINE HYDROCHLORIDE (20MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
1846,78850,"Lidocaine Hydrochloride 20 MG/ML Topical Solution","no","20MG/ML","LIDOCAINE HYDROCHLORIDE","Cutaneous solution","LIDOCAINE HYDROCHLORIDE (20MG/ML) - Cutaneous solution","\N","\N","\N"
1847,78850,"Lidocaine Hydrochloride 25 MG/ML Mucous Membrane T","no","25MG/ML","LIDOCAINE HYDROCHLORIDE","Mucous membrane topical solution","LIDOCAINE HYDROCHLORIDE (25MG/ML) - Mucous membrane topical solution","\N","\N","\N"
1848,78850,"Lidocaine Hydrochloride 30 MG/ML Topical Cream","no","30MG/ML","LIDOCAINE HYDROCHLORIDE","Topical cream","LIDOCAINE HYDROCHLORIDE (30MG/ML) - Topical cream","\N","\N","\N"
1849,78850,"Lidocaine Hydrochloride 40 MG/ML Topical Cream","no","40MG/ML","LIDOCAINE HYDROCHLORIDE","Topical cream","LIDOCAINE HYDROCHLORIDE (40MG/ML) - Topical cream","\N","\N","\N"
1850,78850,"Lidocaine Hydrochloride 40 MG/ML Topical Foam","no","40MG/ML","LIDOCAINE HYDROCHLORIDE","Topical foam","LIDOCAINE HYDROCHLORIDE (40MG/ML) - Topical foam","\N","\N","\N"
1851,78850,"Lidocaine Hydrochloride 40 MG/ML Topical Spray","no","40MG/ML","LIDOCAINE HYDROCHLORIDE","Topical spray","LIDOCAINE HYDROCHLORIDE (40MG/ML) - Topical spray","\N","\N","\N"
1852,78952,"Lithium Carbonate 300 MG Oral Capsule","no","300MG","LITHIUM CARBONATE","Oral capsule","LITHIUM CARBONATE (300MG) - Oral capsule","\N","\N","\N"
1853,78952,"Lithium Carbonate 300 MG Oral Tablet","no","300MG","LITHIUM CARBONATE","Oral tablet","LITHIUM CARBONATE (300MG) - Oral tablet","\N","\N","\N"
1854,79038,"Loperamide Hydrochloride 2 MG Oral Capsule","no","2MG","LOPERAMIDE HYDROCHLORIDE","Oral capsule","LOPERAMIDE HYDROCHLORIDE (2MG) - Oral capsule","\N","\N","\N"
1855,79038,"Loperamide Hydrochloride 2 MG Oral Tablet","no","2MG","LOPERAMIDE HYDROCHLORIDE","Oral tablet","LOPERAMIDE HYDROCHLORIDE (2MG) - Oral tablet","\N","\N","\N"
1856,794,"Lopinavir 100 MG / Ritonavir 25 MG Oral Tablet","yes","\N","LOPINAVIR / RITONAVIR","Oral tablet","\N","LOPINAVIR / RITONAVIR","\N","\N"
1857,794,"Lopinavir 133 MG / Ritonavir 33.3 MG Oral Capsule","yes","\N","LOPINAVIR / RITONAVIR","Oral capsule","\N","LOPINAVIR / RITONAVIR","\N","\N"
1858,794,"Lopinavir 200 MG / Ritonavir 50 MG Oral Tablet","yes","\N","LOPINAVIR / RITONAVIR","Oral tablet","\N","LOPINAVIR / RITONAVIR","\N","\N"
1859,794,"Lopinavir 80 MG/ML / Ritonavir 20 MG/ML Oral Solut","yes","\N","LOPINAVIR / RITONAVIR","Oral solution","\N","LOPINAVIR / RITONAVIR","\N","\N"
1860,79053,"Loratadine 1 MG/ML Oral Solution","no","1MG/ML","LORATADINE","Oral solution","LORATADINE (1MG/ML) - Oral solution","Loratadine","\N","\N"
1861,79053,"Loratadine 10 MG Oral Tablet","no","10MG","LORATADINE","Oral tablet","LORATADINE (10MG) - Oral tablet","Loratadine","\N","\N"
1862,79054,"Lorazepam 2 MG/ML Injectable Solution","no","2MG/ML","LORAZEPAM","Solution for injection","LORAZEPAM (2MG/ML) - Solution for injection","\N","SOLUTION POUR INJECTION","\N"
